Day,Scenario,Method,QualityScore,Parameters
221,SuburbanSmall,Traditional,12.675777559987415,"{'transport_cost': 219.6932291118666, 'labor_cost': 330.90088919473646, 'project_duration': 61.66195575621856, 'material_cost': 264.7186946991071, 'carbon_emission': 143.54429564796996, 'quality_index': 4.884920797268085}"
222,UrbanLarge,OSC,57.59066855396546,"{'transport_cost': 143.3879936829325, 'labor_cost': 248.31938176601955, 'project_duration': 105.04986513294969, 'material_cost': 174.8236744702941, 'carbon_emission': 61.694284618234335, 'quality_index': 9.712804557278243}"
222,UrbanLarge,Traditional,3.821161120585721,"{'transport_cost': 238.31315849691165, 'labor_cost': 280.9078775920393, 'project_duration': 77.06093318467353, 'material_cost': 300.6627977969544, 'carbon_emission': 147.32183570724138, 'quality_index': 1.9469895667495793}"
222,SuburbanSmall,OSC,41.31948151598824,"{'transport_cost': 187.42101547229515, 'labor_cost': 313.85063592252686, 'project_duration': 83.06529572455227, 'material_cost': 399.7209426472767, 'carbon_emission': 59.62587262804453, 'quality_index': 7.036378768081643}"
222,SuburbanSmall,Traditional,8.905481669444734,"{'transport_cost': 215.79103836807715, 'labor_cost': 368.9667050096408, 'project_duration': 75.21095604991241, 'material_cost': 631.8634449026222, 'carbon_emission': 227.28234481929357, 'quality_index': 3.996461969941521}"
223,UrbanLarge,OSC,27.151863059122448,"{'transport_cost': 70.19880576200636, 'labor_cost': 343.91175271211034, 'project_duration': 75.40492901702072, 'material_cost': 308.16244561594715, 'carbon_emission': 75.84101255311124, 'quality_index': 4.668763909658008}"
223,UrbanLarge,Traditional,7.674419908069033,"{'transport_cost': 263.0150966233901, 'labor_cost': 252.075345026331, 'project_duration': 52.58690995401432, 'material_cost': 154.97441687372375, 'carbon_emission': 289.4464410132179, 'quality_index': 3.671864741294503}"
223,SuburbanSmall,OSC,44.527482030399064,"{'transport_cost': 147.37545013340633, 'labor_cost': 327.6168703741699, 'project_duration': 34.41708264990194, 'material_cost': 311.449071486648, 'carbon_emission': 87.16582460072571, 'quality_index': 7.581267569122029}"
223,SuburbanSmall,Traditional,8.429723976217305,"{'transport_cost': 56.21746125262337, 'labor_cost': 317.3677479767698, 'project_duration': 53.71194982595288, 'material_cost': 606.7027223466603, 'carbon_emission': 238.78387730198813, 'quality_index': 3.8236960123181847}"
224,UrbanLarge,OSC,28.57832641043203,"{'transport_cost': 100.59134594923896, 'labor_cost': 244.19763444450683, 'project_duration': 59.72161868872224, 'material_cost': 233.45149121610712, 'carbon_emission': 34.400353867438426, 'quality_index': 4.855970304584854}"
224,UrbanLarge,Traditional,13.26294230062607,"{'transport_cost': 197.91910373184072, 'labor_cost': 232.4961563387293, 'project_duration': 52.752719652962384, 'material_cost': 550.0740663817105, 'carbon_emission': 155.03089095749522, 'quality_index': 5.155636920389736}"
224,SuburbanSmall,OSC,53.16141177105977,"{'transport_cost': 139.73537365909186, 'labor_cost': 234.79039897682011, 'project_duration': 30.905009569003205, 'material_cost': 172.31388449786897, 'carbon_emission': 20.914391767838456, 'quality_index': 8.938423916886913}"
224,SuburbanSmall,Traditional,3.2704439560853302,"{'transport_cost': 248.5310641958454, 'labor_cost': 150.65347280783288, 'project_duration': 81.11267785157565, 'material_cost': 291.63452409456795, 'carbon_emission': 282.956386420045, 'quality_index': 2.1868512870059815}"
225,UrbanLarge,OSC,15.323247620763032,"{'transport_cost': 286.84029602394037, 'labor_cost': 200.311415150683, 'project_duration': 84.8797941992856, 'material_cost': 290.2571982178051, 'carbon_emission': 61.56719179768139, 'quality_index': 2.6915593643355096}"
225,UrbanLarge,Traditional,23.759450677247777,"{'transport_cost': 173.83608517394518, 'labor_cost': 233.24722969074585, 'project_duration': 41.06775934295322, 'material_cost': 509.8282274756568, 'carbon_emission': 183.2016479104053, 'quality_index': 8.734247172637353}"
225,SuburbanSmall,OSC,38.40603387869808,"{'transport_cost': 159.00669656499713, 'labor_cost': 339.3740353848642, 'project_duration': 77.10471683925826, 'material_cost': 355.19699014857844, 'carbon_emission': 43.82890999727985, 'quality_index': 6.532371707236128}"
225,SuburbanSmall,Traditional,1.9767272137804013,"{'transport_cost': 147.7344872144734, 'labor_cost': 285.409337064791, 'project_duration': 53.826970405226874, 'material_cost': 328.25849136099674, 'carbon_emission': 202.7697723050586, 'quality_index': 1.5040088268637204}"
226,UrbanLarge,OSC,20.06355575662748,"{'transport_cost': 190.99913332371074, 'labor_cost': 352.3400456550942, 'project_duration': 75.24431519661532, 'material_cost': 339.23157638258056, 'carbon_emission': 20.96352587317264, 'quality_index': 3.4594589815946004}"
226,UrbanLarge,Traditional,21.37546793785764,"{'transport_cost': 258.3421559580227, 'labor_cost': 164.43961431759595, 'project_duration': 101.43703702063713, 'material_cost': 301.63973463769355, 'carbon_emission': 231.42081260791244, 'quality_index': 8.057541244626323}"
226,SuburbanSmall,OSC,35.165017111027616,"{'transport_cost': 88.94602828681943, 'labor_cost': 322.4741823558163, 'project_duration': 40.39823771603217, 'material_cost': 250.23699274632375, 'carbon_emission': 73.99100005232292, 'quality_index': 5.996012818924755}"
226,SuburbanSmall,Traditional,23.94142852423538,"{'transport_cost': 141.28087144423807, 'labor_cost': 283.5362255578795, 'project_duration': 88.46239590187213, 'material_cost': 351.3604102174513, 'carbon_emission': 340.937351977189, 'quality_index': 9.289417905162328}"
227,UrbanLarge,OSC,29.3348395881932,"{'transport_cost': 87.54016223163534, 'labor_cost': 251.38231258973377, 'project_duration': 30.919695234692743, 'material_cost': 178.77841581505237, 'carbon_emission': 57.19740019052314, 'quality_index': 4.994326752706128}"
227,UrbanLarge,Traditional,23.145150997594172,"{'transport_cost': 99.38037538987255, 'labor_cost': 214.53009437367638, 'project_duration': 46.300947518991556, 'material_cost': 154.0859261989631, 'carbon_emission': 248.91949456549656, 'quality_index': 8.648781180185827}"
227,SuburbanSmall,OSC,37.33009030682093,"{'transport_cost': 266.9705566141148, 'labor_cost': 157.26112581697615, 'project_duration': 36.68605361094301, 'material_cost': 284.4653252351118, 'carbon_emission': 60.62317552245655, 'quality_index': 6.3509451427017805}"
227,SuburbanSmall,Traditional,10.751724793746918,"{'transport_cost': 160.80702817146977, 'labor_cost': 192.86306332026848, 'project_duration': 115.68820095592902, 'material_cost': 337.47818447121676, 'carbon_emission': 304.8387769811013, 'quality_index': 4.753626026955523}"
228,UrbanLarge,OSC,37.655285512252995,"{'transport_cost': 142.27886448155684, 'labor_cost': 226.18590710690137, 'project_duration': 54.75907552059388, 'material_cost': 196.40463348469126, 'carbon_emission': 13.344002109508235, 'quality_index': 6.349764187697105}"
228,UrbanLarge,Traditional,5.232145738612555,"{'transport_cost': 87.13819414021724, 'labor_cost': 153.75670173112889, 'project_duration': 65.97571145830096, 'material_cost': 313.9969295973183, 'carbon_emission': 110.60873924370307, 'quality_index': 2.236053671565121}"
228,SuburbanSmall,OSC,37.27782276150781,"{'transport_cost': 57.156599722684206, 'labor_cost': 157.9825135102163, 'project_duration': 86.15809482782288, 'material_cost': 156.80305655263493, 'carbon_emission': 39.0582803057633, 'quality_index': 6.286845934926718}"
228,SuburbanSmall,Traditional,5.1494056042116085,"{'transport_cost': 181.06758537459993, 'labor_cost': 189.50165678322074, 'project_duration': 64.98599076469722, 'material_cost': 203.38057007262375, 'carbon_emission': 297.3625657954861, 'quality_index': 2.8352214901066994}"
229,UrbanLarge,OSC,45.047815922005604,"{'transport_cost': 54.3880233391817, 'labor_cost': 298.61171377610833, 'project_duration': 103.36834553634844, 'material_cost': 87.82031283564223, 'carbon_emission': 38.07825770789017, 'quality_index': 7.588681207307613}"
229,UrbanLarge,Traditional,24.194874625648065,"{'transport_cost': 246.6405471773928, 'labor_cost': 330.6451430564034, 'project_duration': 53.951913990293754, 'material_cost': 542.8213263070439, 'carbon_emission': 108.90258600973017, 'quality_index': 8.676879498924198}"
229,SuburbanSmall,OSC,26.426233041895006,"{'transport_cost': 169.05185754626928, 'labor_cost': 338.6804005739207, 'project_duration': 76.89532464748885, 'material_cost': 383.8424585061497, 'carbon_emission': 96.91901800223944, 'quality_index': 4.584201879387294}"
229,SuburbanSmall,Traditional,11.821575897827996,"{'transport_cost': 177.3208720352398, 'labor_cost': 206.69406299147846, 'project_duration': 69.27490436603802, 'material_cost': 184.1296639623747, 'carbon_emission': 179.350837674112, 'quality_index': 4.664615780187281}"
230,UrbanLarge,OSC,29.680797599743524,"{'transport_cost': 229.2795618510477, 'labor_cost': 310.2870996413465, 'project_duration': 32.38674843627311, 'material_cost': 83.79762562959547, 'carbon_emission': 55.6254010639998, 'quality_index': 5.06241679941303}"
230,UrbanLarge,Traditional,19.452327599064162,"{'transport_cost': 55.400109055709365, 'labor_cost': 222.86551039377855, 'project_duration': 74.47684495941147, 'material_cost': 474.5161459683283, 'carbon_emission': 108.40124391168303, 'quality_index': 7.012731516153179}"
230,SuburbanSmall,OSC,30.482213243393065,"{'transport_cost': 119.61783064856792, 'labor_cost': 304.8043759478275, 'project_duration': 56.67949753121111, 'material_cost': 118.58607244116568, 'carbon_emission': 67.22597061922376, 'quality_index': 5.196724769307926}"
230,SuburbanSmall,Traditional,4.754708077368472,"{'transport_cost': 258.4667622132205, 'labor_cost': 340.29333203156386, 'project_duration': 43.77721514009132, 'material_cost': 253.6041382762408, 'carbon_emission': 120.4354744055062, 'quality_index': 2.1757685477014057}"
231,UrbanLarge,OSC,40.6164109547349,"{'transport_cost': 232.0384982761961, 'labor_cost': 319.4695626616143, 'project_duration': 109.52587533225297, 'material_cost': 76.88680758823797, 'carbon_emission': 41.48167884868768, 'quality_index': 6.87379154355484}"
231,UrbanLarge,Traditional,22.439157676854897,"{'transport_cost': 78.23130756646184, 'labor_cost': 228.24704936112568, 'project_duration': 83.65997098972397, 'material_cost': 514.9507624476208, 'carbon_emission': 204.07083012240167, 'quality_index': 8.342495130331907}"
231,SuburbanSmall,OSC,57.280560195324796,"{'transport_cost': 255.7289948601379, 'labor_cost': 201.10355277514813, 'project_duration': 119.07479055885926, 'material_cost': 393.092851279306, 'carbon_emission': 83.55915820513263, 'quality_index': 9.710828819826697}"
231,SuburbanSmall,Traditional,9.747262703454325,"{'transport_cost': 219.5349361390413, 'labor_cost': 196.73629207150427, 'project_duration': 54.211774041059954, 'material_cost': 545.3015783993951, 'carbon_emission': 326.0115865927271, 'quality_index': 4.549475702373853}"
232,UrbanLarge,OSC,44.90389713282752,"{'transport_cost': 252.16703228906064, 'labor_cost': 339.12898215456335, 'project_duration': 70.66938240897736, 'material_cost': 248.06026276721715, 'carbon_emission': 37.517814808995226, 'quality_index': 7.608509509724398}"
232,UrbanLarge,Traditional,20.675531932277856,"{'transport_cost': 57.173425196530914, 'labor_cost': 371.2889936815234, 'project_duration': 44.646841083583716, 'material_cost': 393.338325715769, 'carbon_emission': 112.98867664275784, 'quality_index': 7.451095287255995}"
232,SuburbanSmall,OSC,53.09191846396928,"{'transport_cost': 130.16196224683756, 'labor_cost': 218.18273599832224, 'project_duration': 100.61203418295185, 'material_cost': 105.81401505113465, 'carbon_emission': 23.144805077790416, 'quality_index': 8.918402494148182}"
232,SuburbanSmall,Traditional,4.890699433823135,"{'transport_cost': 180.33397394012528, 'labor_cost': 188.6836746017491, 'project_duration': 43.62502873291923, 'material_cost': 319.96854630481477, 'carbon_emission': 238.18834360789424, 'quality_index': 2.5773023332666236}"
233,UrbanLarge,OSC,33.96769276591512,"{'transport_cost': 246.4811841641828, 'labor_cost': 220.55771665931172, 'project_duration': 64.6001263102572, 'material_cost': 321.15343574499445, 'carbon_emission': 23.331603580614658, 'quality_index': 5.768302056921752}"
233,UrbanLarge,Traditional,26.95003413995928,"{'transport_cost': 68.2417857906599, 'labor_cost': 166.32910376229765, 'project_duration': 61.13684849830784, 'material_cost': 458.7910804274853, 'carbon_emission': 228.39800525034482, 'quality_index': 9.898751835261008}"
233,SuburbanSmall,OSC,21.19991930228581,"{'transport_cost': 170.12652206388324, 'labor_cost': 291.25992874042186, 'project_duration': 92.75049551592934, 'material_cost': 289.48809080972796, 'carbon_emission': 98.78066016747597, 'quality_index': 3.6990676051443137}"
233,SuburbanSmall,Traditional,0.0,"{'transport_cost': 136.09432028365484, 'labor_cost': 154.15089749654894, 'project_duration': 107.40909132283221, 'material_cost': 542.2460830866069, 'carbon_emission': 312.69789379546523, 'quality_index': 1.1461655552834844}"
234,UrbanLarge,OSC,56.858528495923295,"{'transport_cost': 152.53326802679572, 'labor_cost': 305.8007425366262, 'project_duration': 109.45933152352109, 'material_cost': 193.6459463667258, 'carbon_emission': 35.849485676459764, 'quality_index': 9.578738204820949}"
234,UrbanLarge,Traditional,18.618908006398662,"{'transport_cost': 240.22577346228167, 'labor_cost': 312.90595323300926, 'project_duration': 106.8840646050306, 'material_cost': 312.4629592512586, 'carbon_emission': 256.7869921948693, 'quality_index': 7.254613684103906}"
234,SuburbanSmall,OSC,27.52423589016369,"{'transport_cost': 81.3600283506915, 'labor_cost': 180.38203494214454, 'project_duration': 103.38901321463892, 'material_cost': 369.7049850636171, 'carbon_emission': 95.8293743197873, 'quality_index': 4.737391243444488}"
234,SuburbanSmall,Traditional,17.272476052199117,"{'transport_cost': 252.49043425710082, 'labor_cost': 391.3094337794848, 'project_duration': 41.7081847316818, 'material_cost': 263.4786701059895, 'carbon_emission': 253.07574297217616, 'quality_index': 6.802695280227532}"
235,UrbanLarge,OSC,33.59382548996095,"{'transport_cost': 222.97329606771382, 'labor_cost': 388.1545635029906, 'project_duration': 91.40073141584045, 'material_cost': 297.85935939362747, 'carbon_emission': 77.68122738269524, 'quality_index': 5.764703851030662}"
235,UrbanLarge,Traditional,3.357350947950582,"{'transport_cost': 117.39049038460479, 'labor_cost': 252.02286475060387, 'project_duration': 88.16726427718132, 'material_cost': 456.44457061432826, 'carbon_emission': 231.97412453322167, 'quality_index': 2.0758880479274966}"
235,SuburbanSmall,OSC,56.3880960117952,"{'transport_cost': 116.16182193312673, 'labor_cost': 245.57378128438455, 'project_duration': 43.81518700639623, 'material_cost': 130.81998741368236, 'carbon_emission': 54.98775656467646, 'quality_index': 9.498567531395452}"
235,SuburbanSmall,Traditional,24.396091904680567,"{'transport_cost': 168.55447729264006, 'labor_cost': 330.96748375690066, 'project_duration': 79.80789676810608, 'material_cost': 372.583455177445, 'carbon_emission': 268.0826638479756, 'quality_index': 9.21944071799277}"
236,UrbanLarge,OSC,58.80539457658395,"{'transport_cost': 152.06485066787937, 'labor_cost': 246.4162089994033, 'project_duration': 36.37575986568015, 'material_cost': 197.7331126872679, 'carbon_emission': 26.767254175878268, 'quality_index': 9.889451160394396}"
236,UrbanLarge,Traditional,24.410094605667695,"{'transport_cost': 145.1378169819838, 'labor_cost': 153.65787804211502, 'project_duration': 62.95977003933553, 'material_cost': 285.64757196543894, 'carbon_emission': 158.48961189493752, 'quality_index': 8.79487318975892}"
236,SuburbanSmall,OSC,46.67186843264519,"{'transport_cost': 62.19111774033013, 'labor_cost': 292.07121586669507, 'project_duration': 108.50853332563113, 'material_cost': 293.0616761498154, 'carbon_emission': 36.88828050493153, 'quality_index': 7.88130986250129}"
236,SuburbanSmall,Traditional,25.389151053052338,"{'transport_cost': 199.4239226261276, 'labor_cost': 165.44743005355474, 'project_duration': 116.45667926796678, 'material_cost': 268.6142385548213, 'carbon_emission': 135.7726623829869, 'quality_index': 9.05640046812396}"
237,UrbanLarge,OSC,18.15461704037772,"{'transport_cost': 284.8582168917273, 'labor_cost': 315.04793620026544, 'project_duration': 47.453244846187594, 'material_cost': 323.8232962163312, 'carbon_emission': 41.418454616201046, 'quality_index': 3.1629214910551573}"
237,UrbanLarge,Traditional,16.822849340209324,"{'transport_cost': 161.12860518962094, 'labor_cost': 158.98267673079542, 'project_duration': 50.04323542912734, 'material_cost': 276.701075511621, 'carbon_emission': 174.29728639079883, 'quality_index': 6.321232369690668}"
237,SuburbanSmall,OSC,27.654466280133292,"{'transport_cost': 258.9763755304291, 'labor_cost': 189.54710353648213, 'project_duration': 53.789832812124835, 'material_cost': 285.32746523760926, 'carbon_emission': 39.43673327483901, 'quality_index': 4.723480651562861}"
237,SuburbanSmall,Traditional,16.619940793658465,"{'transport_cost': 128.7186350424803, 'labor_cost': 285.0346928516628, 'project_duration': 113.9082253718553, 'material_cost': 317.485430004786, 'carbon_emission': 182.3100489002548, 'quality_index': 6.310177929308988}"
238,UrbanLarge,OSC,6.442322104943337,"{'transport_cost': 236.63937134858475, 'labor_cost': 287.8636363428393, 'project_duration': 74.95692567004852, 'material_cost': 315.17760976397085, 'carbon_emission': 67.62415609027283, 'quality_index': 1.223371660616383}"
238,UrbanLarge,Traditional,2.5009519058144796,"{'transport_cost': 184.39525453065673, 'labor_cost': 290.74797550038124, 'project_duration': 34.45583224231981, 'material_cost': 207.0837686593143, 'carbon_emission': 173.09108515117316, 'quality_index': 1.562226918817704}"
238,SuburbanSmall,OSC,43.12653378702705,"{'transport_cost': 60.88289649301325, 'labor_cost': 262.45580416528105, 'project_duration': 97.32264409425794, 'material_cost': 144.47824245562077, 'carbon_emission': 81.65289265502707, 'quality_index': 7.3077793687296895}"
238,SuburbanSmall,Traditional,11.430938529031659,"{'transport_cost': 140.77598260695106, 'labor_cost': 198.17361844675278, 'project_duration': 32.2096158173967, 'material_cost': 420.89794796816483, 'carbon_emission': 154.70215705218868, 'quality_index': 4.4948417107449306}"
239,UrbanLarge,OSC,11.965326832477094,"{'transport_cost': 267.2657733943797, 'labor_cost': 356.80307783343176, 'project_duration': 65.79095201122931, 'material_cost': 334.8757511973662, 'carbon_emission': 65.50173831525566, 'quality_index': 2.1553553209450267}"
239,UrbanLarge,Traditional,6.483107608650039,"{'transport_cost': 53.47394139553497, 'labor_cost': 187.24679711724633, 'project_duration': 51.52377065144205, 'material_cost': 590.8676946057926, 'carbon_emission': 285.01273739703674, 'quality_index': 3.2958757571220407}"
239,SuburbanSmall,OSC,24.217919031419946,"{'transport_cost': 51.36684500329395, 'labor_cost': 321.78393375581675, 'project_duration': 65.2947448165149, 'material_cost': 373.5644590776488, 'carbon_emission': 54.68211238191871, 'quality_index': 4.164856625314563}"
239,SuburbanSmall,Traditional,27.381341656285795,"{'transport_cost': 293.05708752726275, 'labor_cost': 268.93199031639085, 'project_duration': 119.29267840640202, 'material_cost': 377.5248672597009, 'carbon_emission': 120.82177020685144, 'quality_index': 9.73863399614107}"
240,UrbanLarge,OSC,18.915987113153925,"{'transport_cost': 117.02852412044255, 'labor_cost': 302.49634108162974, 'project_duration': 43.451397628975776, 'material_cost': 347.47392223425595, 'carbon_emission': 38.40635271842686, 'quality_index': 3.269891900283935}"
240,UrbanLarge,Traditional,6.596553131628413,"{'transport_cost': 280.7570785626019, 'labor_cost': 269.53661947889714, 'project_duration': 62.66409801944917, 'material_cost': 195.39711348406053, 'carbon_emission': 172.0607554972663, 'quality_index': 2.938095964761594}"
240,SuburbanSmall,OSC,15.85347615225314,"{'transport_cost': 103.07488760260004, 'labor_cost': 327.47583244677134, 'project_duration': 94.69377228298266, 'material_cost': 126.31982204440425, 'carbon_emission': 92.48405123055986, 'quality_index': 2.781190572744743}"
240,SuburbanSmall,Traditional,25.808731422314704,"{'transport_cost': 256.6092248997642, 'labor_cost': 187.5543847121213, 'project_duration': 95.88359687891793, 'material_cost': 257.27715563780663, 'carbon_emission': 225.8810785480293, 'quality_index': 9.511723128209375}"
241,UrbanLarge,OSC,9.198627630238484,"{'transport_cost': 56.73334846422829, 'labor_cost': 372.7400390131793, 'project_duration': 110.91296367568653, 'material_cost': 153.25932900576208, 'carbon_emission': 43.81925343792254, 'quality_index': 1.6343687291805904}"
241,UrbanLarge,Traditional,17.845745056885665,"{'transport_cost': 217.14659433770325, 'labor_cost': 245.00967309100514, 'project_duration': 112.76874341026519, 'material_cost': 562.8784511122535, 'carbon_emission': 249.35432396250866, 'quality_index': 7.007548258512686}"
241,SuburbanSmall,OSC,16.710892753304044,"{'transport_cost': 145.32434658406038, 'labor_cost': 382.70510232918286, 'project_duration': 49.92858813916877, 'material_cost': 159.86923567300198, 'carbon_emission': 85.01273061208062, 'quality_index': 2.932425921570324}"
241,SuburbanSmall,Traditional,7.310380423244774,"{'transport_cost': 175.23772573270298, 'labor_cost': 206.02347373728134, 'project_duration': 78.2693441789366, 'material_cost': 474.2054945543269, 'carbon_emission': 259.710518765863, 'quality_index': 3.4925989134176483}"
242,UrbanLarge,OSC,15.823626738895234,"{'transport_cost': 257.57189360724317, 'labor_cost': 196.94212918529067, 'project_duration': 47.686920006815825, 'material_cost': 106.77749281387766, 'carbon_emission': 36.12083230928704, 'quality_index': 2.7297375406965463}"
242,UrbanLarge,Traditional,8.94531411432042,"{'transport_cost': 282.6747936228776, 'labor_cost': 376.5380618311756, 'project_duration': 107.63305033983276, 'material_cost': 334.2208554069457, 'carbon_emission': 297.97240226200734, 'quality_index': 4.1957757591714975}"
242,SuburbanSmall,OSC,42.353957305873145,"{'transport_cost': 248.27208458507562, 'labor_cost': 349.37371104070166, 'project_duration': 46.69795676289361, 'material_cost': 94.54790743393582, 'carbon_emission': 77.30655141838325, 'quality_index': 7.200325421945255}"
242,SuburbanSmall,Traditional,21.121178263143428,"{'transport_cost': 269.893251120801, 'labor_cost': 272.32899836781417, 'project_duration': 119.00669829507409, 'material_cost': 577.0209486744693, 'carbon_emission': 140.35021147369952, 'quality_index': 7.756947503329714}"
243,UrbanLarge,OSC,53.416383511551516,"{'transport_cost': 254.35155901137318, 'labor_cost': 349.90688383637496, 'project_duration': 69.1036112553031, 'material_cost': 306.8483551505681, 'carbon_emission': 45.50901810124649, 'quality_index': 9.041888855676104}"
243,UrbanLarge,Traditional,20.102985015390445,"{'transport_cost': 214.74075031850558, 'labor_cost': 167.83681581747362, 'project_duration': 95.14984336597033, 'material_cost': 356.80469974967616, 'carbon_emission': 121.64733357330653, 'quality_index': 7.270793287237984}"
243,SuburbanSmall,OSC,43.51529108658534,"{'transport_cost': 121.22659402377931, 'labor_cost': 245.97902758564902, 'project_duration': 53.71013604478983, 'material_cost': 334.1803856497063, 'carbon_emission': 72.87614586584255, 'quality_index': 7.391210414570107}"
243,SuburbanSmall,Traditional,24.883765933566437,"{'transport_cost': 108.23872517102838, 'labor_cost': 230.6184363916949, 'project_duration': 68.40974313076023, 'material_cost': 370.2670683586749, 'carbon_emission': 256.73763771259155, 'quality_index': 9.30796393243554}"
244,UrbanLarge,OSC,25.3192833977877,"{'transport_cost': 151.28759722171407, 'labor_cost': 310.21555432660546, 'project_duration': 70.91740060718061, 'material_cost': 144.321136406515, 'carbon_emission': 32.104105649694915, 'quality_index': 4.313947797445455}"
244,UrbanLarge,Traditional,22.42825660477549,"{'transport_cost': 271.37241011586207, 'labor_cost': 164.79504779284366, 'project_duration': 87.57208446368176, 'material_cost': 224.48522705807284, 'carbon_emission': 218.60213117106167, 'quality_index': 8.351571013265765}"
244,SuburbanSmall,OSC,42.80261839949248,"{'transport_cost': 58.52751846959285, 'labor_cost': 181.95337469942694, 'project_duration': 46.92170961607841, 'material_cost': 266.60277331447327, 'carbon_emission': 32.1670502102462, 'quality_index': 7.216918238033229}"
244,SuburbanSmall,Traditional,15.60916099254337,"{'transport_cost': 191.66508059335425, 'labor_cost': 297.8697926166258, 'project_duration': 71.60239219433801, 'material_cost': 541.6770329533027, 'carbon_emission': 161.38894585988763, 'quality_index': 5.970175018417033}"
245,UrbanLarge,OSC,42.085855910331674,"{'transport_cost': 159.41448017518576, 'labor_cost': 272.47535440085113, 'project_duration': 76.14052336725385, 'material_cost': 311.3331260981089, 'carbon_emission': 26.75193564132164, 'quality_index': 7.119182927053508}"
245,UrbanLarge,Traditional,6.151322788124398,"{'transport_cost': 255.82049432417512, 'labor_cost': 228.28828697299247, 'project_duration': 64.9077261848833, 'material_cost': 193.02779426548548, 'carbon_emission': 208.39610131603317, 'quality_index': 2.8955693949977217}"
245,SuburbanSmall,OSC,54.95613878287619,"{'transport_cost': 96.7868600175812, 'labor_cost': 260.99152385434303, 'project_duration': 102.93348112790066, 'material_cost': 266.3087974914614, 'carbon_emission': 37.71345511208307, 'quality_index': 9.260127363224255}"
245,SuburbanSmall,Traditional,20.467293647214152,"{'transport_cost': 172.24468652343992, 'labor_cost': 386.2729248651681, 'project_duration': 86.82783238035233, 'material_cost': 286.3577485956215, 'carbon_emission': 233.30078475878815, 'quality_index': 7.787850578263841}"
246,UrbanLarge,OSC,34.28178110502539,"{'transport_cost': 279.52791860722544, 'labor_cost': 241.8992492199676, 'project_duration': 56.94384987900641, 'material_cost': 285.60828112880387, 'carbon_emission': 68.4522704710555, 'quality_index': 5.8603443483363336}"
246,UrbanLarge,Traditional,4.681522181433259,"{'transport_cost': 79.62336765531654, 'labor_cost': 256.1990022624409, 'project_duration': 38.279907490466854, 'material_cost': 179.34003880733687, 'carbon_emission': 261.6442882920872, 'quality_index': 2.54713555672362}"
246,SuburbanSmall,OSC,51.793649630254684,"{'transport_cost': 94.42741963297757, 'labor_cost': 355.86836643632125, 'project_duration': 46.568143956401165, 'material_cost': 236.20905412448826, 'carbon_emission': 32.623021304517366, 'quality_index': 8.735739105039967}"
246,SuburbanSmall,Traditional,17.855224074736906,"{'transport_cost': 112.49763994043624, 'labor_cost': 239.64192700896433, 'project_duration': 52.36902717987506, 'material_cost': 481.0694002660953, 'carbon_emission': 199.43889067946873, 'quality_index': 6.80169520878064}"
247,UrbanLarge,OSC,24.37538995221319,"{'transport_cost': 197.2957468589874, 'labor_cost': 337.0953148857413, 'project_duration': 63.11124121063117, 'material_cost': 291.7409297539017, 'carbon_emission': 53.51560154336847, 'quality_index': 4.198953770154853}"
247,UrbanLarge,Traditional,5.371694954476549,"{'transport_cost': 271.33867477965157, 'labor_cost': 330.06537062210066, 'project_duration': 94.45378036602418, 'material_cost': 240.4919042154071, 'carbon_emission': 247.44198907654314, 'quality_index': 2.8024596038844733}"
247,SuburbanSmall,OSC,50.63437497685348,"{'transport_cost': 137.95942539000472, 'labor_cost': 296.1770214002644, 'project_duration': 115.5443143166332, 'material_cost': 168.2874555954041, 'carbon_emission': 73.36593948498343, 'quality_index': 8.567136768200363}"
247,SuburbanSmall,Traditional,8.451004546460453,"{'transport_cost': 277.588385635258, 'labor_cost': 334.9847886412608, 'project_duration': 34.08023096447646, 'material_cost': 571.4543259502971, 'carbon_emission': 223.0396369471494, 'quality_index': 3.823584194249942}"
248,UrbanLarge,OSC,10.054455193139184,"{'transport_cost': 149.1054275648224, 'labor_cost': 297.36034284535583, 'project_duration': 54.58567116787748, 'material_cost': 135.82951378007846, 'carbon_emission': 67.06713711513353, 'quality_index': 1.7963312891402816}"
248,UrbanLarge,Traditional,9.849006782212637,"{'transport_cost': 248.77422162161687, 'labor_cost': 212.99429088897995, 'project_duration': 64.54409315238874, 'material_cost': 260.0831283673891, 'carbon_emission': 260.9068173891724, 'quality_index': 4.313103127785451}"
248,SuburbanSmall,OSC,36.593894685450074,"{'transport_cost': 144.34702940084162, 'labor_cost': 222.13887663274528, 'project_duration': 44.00855879220612, 'material_cost': 252.97240051631354, 'carbon_emission': 72.0505215895518, 'quality_index': 6.227853249627406}"
248,SuburbanSmall,Traditional,15.016497223222299,"{'transport_cost': 75.53798092843735, 'labor_cost': 389.29084269997657, 'project_duration': 69.47561827080989, 'material_cost': 320.6113128686938, 'carbon_emission': 135.86277525600389, 'quality_index': 5.63291724448236}"
249,UrbanLarge,OSC,18.150812116050282,"{'transport_cost': 127.92259381247382, 'labor_cost': 295.65503932060295, 'project_duration': 89.94501354799179, 'material_cost': 287.2000982936321, 'carbon_emission': 32.83713970029977, 'quality_index': 3.1314749392504866}"
